time,src_ip,dst_ip,protocol,length
1543658802.937971,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.937971,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.937980,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.937981,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938217,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938218,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938223,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.938224,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.938234,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938235,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938240,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938482,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938490,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938491,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938495,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938496,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938763,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938764,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938769,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938770,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938966,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.938967,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.938972,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.938973,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939221,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.939222,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.939232,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939233,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939516,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939517,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939522,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.939768,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940063,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940064,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940069,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940070,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940074,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940074,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940191,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.940192,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.940462,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.940463,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.940472,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940473,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940686,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,546
1543658802.940687,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,546
1543658802.940945,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940947,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940951,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940952,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940956,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.940957,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.941494,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.941495,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942229,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942231,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942235,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.942236,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.942240,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942241,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942464,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942465,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942710,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.942711,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.942716,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.942716,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943013,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943014,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943019,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943020,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943030,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943031,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943265,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943267,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943274,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,80
1543658802.943276,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,80
1543658802.943976,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1466
1543658802.943977,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1466
1543658802.943982,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943983,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.943993,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,878
1543658802.943994,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,878
1543658802.943995,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944105,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944369,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.944370,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.944375,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944376,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944380,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944382,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944396,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.944397,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945150,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945151,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945156,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945157,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945161,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945162,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945173,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945173,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945391,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945392,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945511,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.945512,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946018,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946019,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946070,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946117,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946212,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946213,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946263,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946264,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946317,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,540
1543658802.946317,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,540
1543658802.946478,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946479,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946628,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946678,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946995,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.946996,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947430,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947431,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947481,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947482,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947580,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.947581,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.947637,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947638,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947689,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,479
1543658802.947691,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,479
1543658802.947882,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947883,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947935,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.947983,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948032,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.948033,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.948132,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1370
1543658802.948133,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1370
1543658802.948184,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948184,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948358,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948360,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948660,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.948661,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.948951,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.948955,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949117,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949118,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949216,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949217,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949265,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949266,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949318,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,206
1543658802.949319,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,206
1543658802.949443,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949444,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949492,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.949540,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.949590,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949592,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949645,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.949646,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950030,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950032,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950343,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950344,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950579,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950580,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950680,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950681,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950781,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1474
1543658802.950782,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1474
1543658802.950833,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1295
1543658802.950879,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1295
1543658802.950929,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.950930,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951052,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951053,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951101,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1434
1543658802.951102,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1434
1543658802.951381,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.951382,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.951531,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951532,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951582,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1399
1543658802.951583,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1399
1543658802.951632,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951633,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951684,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951686,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.951781,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.951782,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.952176,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.952177,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.952228,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952276,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952327,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.952328,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.952378,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952379,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952433,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952479,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.952527,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.952529,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.953031,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953032,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953083,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953131,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953179,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953180,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953230,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953231,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953281,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953328,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953569,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.953570,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.953657,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953658,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.953936,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.953937,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.954222,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.954223,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.954472,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.954473,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.954575,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.954621,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.954685,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.954686,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955210,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955211,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955310,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955311,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955362,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955362,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955597,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955598,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955649,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.955696,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.955750,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955751,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955848,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.955849,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.955900,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.955902,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956147,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.956148,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.956202,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956203,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956253,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956299,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956424,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956425,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956474,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.956475,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.956527,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956572,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956574,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956623,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956675,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956677,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956726,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956727,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956842,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956844,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956995,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.956997,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957044,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957045,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957237,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957238,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957624,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957625,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.957736,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.957738,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.958035,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.958036,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.958443,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.958444,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.958498,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,889
1543658802.958498,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,889
1543658802.958719,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.958720,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.958943,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.958944,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.959611,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1399
1543658802.959666,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1399
1543658802.959667,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.959710,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.959715,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.959759,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.959816,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1410
1543658802.959817,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1410
1543658802.959944,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.959945,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.960213,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.960214,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.960566,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.960567,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.960833,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,80
1543658802.960835,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,80
1543658802.961031,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961032,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961130,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961131,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961249,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.961250,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.961494,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961496,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961538,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961539,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.961622,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
